CUSTOMER_ID;CREATION_DATE;REGIONAL_CODE;ORIGIN
OI04111953;21/01/2018;30;PHONE
OI04376412;24/03/2018;82;PHONE
OI04503208;12/05/2015;41;PHONE
OI04641274;10/07/2019;3;STORE
OI04944376;02/10/2018;76;STORE
OI05030013;15/12/2014;60;PHONE
OJ00297532;06/02/2003;6;WEB
OJ00297733;02/01/2001;6;WEB
OJ00338891;16/10/2011;36;WEB
OJ00352678;05/02/2003;3;WEB
OJ00355596;08/04/2010;3;WEB
OJ00360829;07/05/2005;48;WEB
OJ00361030;06/06/2008;48;WEB
OJ00391320;13/08/2008;10;WEB
OJ00404905;28/05/2003;23;WEB
OJ00421610;31/12/2004;30;WEB
OJ00421812;16/02/2002;36;WEB
OJ00435397;09/10/2001;50;STORE
OJ00435598;30/08/2005;5;PHONE
OJ00441032;17/06/2002;47;WEB
OJ00716561;19/03/2012;14;WEB
OJ00983938;17/02/2003;22;WEB
OJ00984140;20/09/2012;62;WEB
OJ00992291;14/04/2015;41;STORE
OJ00992492;08/03/2003;41;WEB
OJ01050154;02/10/2005;9;WEB
OJ01050355;11/05/2003;9;WEB
OJ01052871;10/09/2003;53;WEB
OJ01066859;06/12/2006;59;WEB
OJ01077727;30/01/2001;55;WEB
OJ01213076;03/02/2011;42;STORE
OJ01397533;07/06/2004;76;WEB
OJ01987837;20/10/2015;44;STORE
OJ02028995;23/11/2014;30;STORE
OJ02153074;13/01/2014;11;WEB
OJ02340651;24/03/2014;1;STORE
OJ02506089;20/07/2013;30;STORE
OJ02544933;26/07/2015;3;WEB
OJ02577738;25/07/2017;54;STORE
OJ03035611;01/01/2017;56;STORE
OJ03131915;11/02/2015;31;WEB
OJ03198131;14/03/2013;34;WEB
OJ03239490;27/02/2017;21;STORE
OJ03371921;30/04/2015;40;PHONE
OJ03859883;24/11/2016;36;STORE
OJ04226684;02/03/2016;25;MEMBER_GET_MEMBER
OJ04276396;21/03/2015;27;STORE
OJ04306686;22/03/2016;42;PHONE
OJ04358914;01/04/2016;47;STORE
OJ04441834;15/04/2017;14;PHONE
OJ04510565;21/04/2019;15;STORE
OJ04907858;12/10/2015;41;PHONE
OK00313041;06/08/2009;11;WEB
OK00351683;02/04/2006;20;WEB
OK00368388;09/04/2012;25;STORE
OK00404314;02/04/2003;23;WEB
OK00406829;30/12/2005;42;WEB
OK00414980;24/04/2003;64;WEB
OK00426050;15/05/2001;17;WEB
OK00428968;09/08/2010;47;WEB
OK00434402;24/06/2005;50;WEB
OK00434604;18/02/2001;50;WEB
OK00765480;26/04/2012;48;PHONE
OK00784700;01/04/2010;1;WEB
OK00969359;05/03/2004;5;WEB
OK00974994;08/10/2010;30;WEB
OK00994013;02/08/2006;41;STORE
OK00994215;09/09/2010;41;STORE
OK01027222;13/02/2003;60;WEB
OK01041008;22/08/2010;49;WEB
OK01049361;15/04/2001;7;WEB
OK01068581;10/02/2012;59;WEB
OK01068783;30/12/2005;58;WEB
OK01101790;07/06/2011;73;STORE
OK01121212;19/02/2001;18;WEB
OK01195578;11/01/2013;20;STORE
OK01393822;08/08/2005;67;WEB
OK01394023;16/04/2011;38;WEB
OK01490529;17/04/2011;64;STORE
OK01526253;22/04/2012;13;STORE
OK01890337;04/09/2015;15;STORE
OK02008780;09/12/2011;7;WEB
OK02259654;12/02/2015;41;WEB
OK03417922;12/05/2016;21;STORE
OK03985684;13/12/2018;42;STORE
OK04021811;12/01/2016;76;STORE
OK04126467;14/02/2015;3;PHONE
OK04129184;01/02/2017;17;PHONE
OK04391329;15/04/2015;44;STORE
OK04542779;01/05/2019;47;WEB
OK04584139;28/05/2018;4;WEB
OK04592290;03/06/2019;33;STORE
OK04650556;08/08/2015;60;PHONE
OK04708217;30/08/2014;15;WEB
OK04812874;03/09/2017;60;PHONE
OK04973079;21/10/2017;26;PHONE
OK05069383;02/12/2019;1;PHONE
OL00312046;30/10/2001;11;WEB
OL00312247;28/09/2003;11;WEB
OL00334386;06/01/2007;11;PHONE
OL00339619;08/05/2003;21;WEB
OL00367393;21/09/2010;79;STORE
OL00386815;17/10/2009;16;WEB
OL00394966;11/09/2005;13;PHONE
OL00403319;21/02/2011;11;WEB
OL00411470;28/07/2005;23;WEB
OL00422539;09/06/2002;36;WEB
OL00425256;23/02/2004;76;STORE
OL00436326;02/01/2010;57;PHONE
OL00455546;07/05/2003;39;WEB
OL00736710;22/04/2010;20;WEB
OL00755931;19/01/2013;17;WEB
OL00772636;29/06/2007;7;WEB
OL00822146;26/12/2008;26;PHONE
OL00891280;15/08/2006;52;WEB
OL00962930;01/09/2015;47;WEB
OL00993421;18/01/2002;41;WEB
OL01040013;30/11/2002;46;WEB
OL01040215;14/08/2003;46;WEB
OL01078656;10/08/2013;53;WEB
OL01108946;20/12/2005;28;WEB
OL01351669;12/02/2014;41;STORE
OL01393230;10/03/2010;38;WEB
OL01398664;28/08/2012;64;STORE
OL01428954;29/02/2016;30;WEB
OL01655173;10/06/2011;35;STORE
OL01690897;03/07/2015;21;STORE
OL01809340;02/09/2011;47;STORE
OL02071485;05/12/2015;13;WEB
OL02970123;23/12/2015;71;STORE
OL03174204;26/02/2014;47;STORE
OL03615573;02/09/2014;37;PHONE
OL03882749;14/12/2014;39;PHONE
OL04376548;12/04/2015;8;STORE
OL04404121;31/03/2018;32;STORE
OL04519645;11/05/2016;40;STORE
OL04682568;29/07/2018;8;WEB
OL04878296;27/09/2016;17;STORE
OL05049168;16/12/2015;1;PHONE
OM00324838;31/05/2003;1;WEB
OM00344461;05/03/2001;21;PHONE
OM00360763;19/06/2014;48;STORE
OM00385821;23/01/2007;20;WEB
OM00391053;05/05/2012;10;WEB
OM00402123;13/02/2007;30;WEB
OM00402324;01/09/2007;30;WEB
OM00429897;09/01/2014;31;STORE
OM00435331;27/02/2003;50;WEB
OM00440765;16/02/2007;47;WEB
OM00757855;07/09/2010;21;WEB
OM00956501;07/09/2013;30;STORE
OM00992225;15/09/2012;41;STORE
OM01019798;12/12/2002;15;WEB
OM01020000;07/03/2003;15;WEB
OM01050088;23/03/2013;9;WEB
OM01053007;19/02/2001;53;WEB
OM01121738;04/04/2012;18;STORE
OM01397468;22/02/2002;24;WEB
OM01585045;21/04/2015;6;WEB
OM02274571;20/02/2015;68;STORE
OM02360007;13/04/2012;21;WEB
OM02500388;14/06/2015;47;WEB
OM02552817;18/08/2012;55;WEB
OM02621951;26/08/2014;20;STORE
OM02701751;03/09/2016;31;STORE
OM02773401;24/09/2017;6;STORE
OM03043697;08/01/2016;55;STORE
OM03063119;02/02/2013;2;WEB
OM03344081;27/04/2014;47;STORE
OM03413014;30/05/2013;13;WEB
OM04281563;22/03/2015;41;PHONE
OM04326043;01/04/2015;42;STORE
OM04331275;08/04/2014;27;STORE
OM04397692;18/04/2015;76;STORE
OM04411277;07/04/2017;15;STORE
OM04488562;16/05/2014;30;WEB
OM04546425;27/05/2015;37;PHONE
OM04750506;14/08/2018;48;PHONE
OM04767211;19/08/2018;35;STORE
OM04819237;11/09/2016;68;WEB
ON00290836;07/01/2010;44;WEB
ON00304622;16/12/2007;6;WEB
ON00304824;05/01/2012;6;WEB
ON00313176;05/09/2007;11;WEB
ON00343466;05/09/2002;21;WEB
ON00351617;03/12/2007;20;WEB
ON00404046;27/03/2003;36;WEB
ON00406763;27/09/2007;42;WEB
ON00406965;15/05/2005;23;WEB
ON00415116;04/06/2001;64;STORE
ON00417833;18/03/2009;54;WEB
ON00428902;16/03/2003;47;WEB
ON00439972;20/02/2003;47;WEB
ON00696280;01/01/2015;44;WEB
ON00823075;10/07/2012;68;WEB
ON00969293;12/05/2005;32;WEB
ON00993947;06/01/2001;41;WEB
ON00994149;18/03/2002;41;WEB
ON01027156;18/12/2002;60;WEB
ON01038024;09/11/2010;13;WEB
ON01049295;04/02/2008;7;WEB
ON01068717;21/03/2010;56;WEB
ON01142882;17/12/2015;21;WEB
ON01266960;13/01/2016;30;WEB
ON01393957;03/03/2012;67;WEB
ON01567546;18/04/2015;7;WEB
ON01763274;29/08/2011;57;STORE
ON02143862;22/01/2012;58;PHONE
ON02207159;11/01/2017;3;STORE
ON02278809;10/03/2012;21;STORE
ON02813967;02/11/2013;46;STORE
ON02962700;06/01/2013;27;STORE
ON03188718;07/02/2018;42;WEB
ON03321149;25/03/2018;20;WEB
ON03392798;19/04/2018;55;PHONE
ON03500575;04/08/2014;60;PHONE
ON03726391;10/09/2017;20;STORE
ON03947177;14/12/2016;35;STORE
ON04076891;19/01/2017;17;WEB
ON04222705;17/02/2018;32;PHONE
ON04299990;26/03/2015;35;STORE
ON04305626;09/03/2018;13;STORE
ON04311060;04/03/2019;43;PHONE
ON04418635;14/04/2016;35;PHONE
ON04424270;22/04/2015;16;STORE
ON04619998;21/07/2016;50;PHONE
ON04661156;03/08/2016;14;WEB
ON04691648;31/07/2018;54;PHONE
ON04702516;29/08/2014;28;WEB
ON04713585;06/08/2018;36;WEB
ON04823877;01/09/2018;36;WEB
OO00311980;17/09/2004;11;STORE
OO00320333;21/08/2010;11;WEB
OO00320534;26/01/2014;11;PHONE
OO00336836;19/05/2013;14;WEB
OO00339553;23/05/2004;21;WEB
OO00339755;01/01/2003;6;WEB
OO00353340;25/01/2002;3;WEB
OO00361692;07/06/2009;48;WEB
OO00367328;14/02/2004;25;WEB
OO00394901;11/02/2002;13;WEB
OO00403052;29/05/2005;30;WEB
OO00403253;30/12/2009;11;WEB
OO00405769;07/06/2003;23;WEB
OO00414121;04/05/2002;8;WEB
OO00422474;28/04/2004;36;STORE
OO00455481;16/01/2006;39;WEB
OO01039948;09/02/2007;46;WEB
OO01053734;31/08/2012;71;STORE
OO01061885;22/09/2003;33;STORE
OO01062087;13/04/2010;33;WEB
OO01078590;22/11/2003;53;WEB
OO01108880;10/08/2003;28;WEB
OO01109082;21/02/2010;28;WEB
OO01392963;10/10/2003;75;WEB
OO01649271;17/05/2014;33;STORE
OO01674127;10/06/2013;66;WEB
OO01698983;12/07/2014;9;STORE
OO01988701;14/11/2011;42;STORE
OO01991216;17/10/2016;38;STORE
OO02341514;05/03/2017;61;PHONE
OO02443655;02/05/2014;42;STORE
OO02545595;13/08/2012;2;STORE
OO02685975;29/08/2016;23;STORE
OO02984046;07/01/2014;33;STORE
OO03157433;23/02/2014;15;STORE
OO03212579;16/03/2013;23;STORE
OO03505014;10/07/2018;3;STORE
OO04318619;06/04/2014;34;PHONE
OO04566575;19/05/2018;37;WEB
OO04635709;14/07/2018;12;PHONE
OO04668514;30/07/2017;45;STORE
OO04847739;08/09/2018;10;WEB
OO04856293;05/10/2014;52;STORE
OO04867161;14/09/2018;68;PHONE
OO04930458;23/09/2019;49;PHONE
OP00297199;26/05/2006;6;STORE
OP00313904;01/09/2009;14;PHONE
OP00324973;21/10/2001;1;STORE
OP00338558;17/02/2001;36;WEB
OP00344194;06/01/2005;21;STORE
OP00352345;14/05/2009;20;WEB
OP00360697;03/11/2003;48;WEB
OP00360899;13/04/2010;48;WEB
OP00385755;18/03/2007;20;WEB
OP00402057;06/10/2009;30;WEB
OP00402258;08/01/2011;30;PHONE
OP00404774;15/12/2004;23;WEB
OP00435064;03/04/2006;50;WEB
OP00435265;15/08/2008;50;STORE
OP00440699;10/03/2002;47;WEB
OP00868282;07/08/2012;16;WEB
OP00890220;03/12/2005;29;PHONE
OP00983807;28/07/2011;65;WEB
OP01050224;20/07/2008;9;WEB
OP01215662;15/01/2014;11;WEB
OP01684403;09/07/2013;63;WEB
OP01725762;24/07/2014;47;STORE
OP01830419;27/08/2013;42;STORE
OP02180717;03/01/2017;36;STORE
OP02191786;05/01/2017;57;STORE
OP02367891;28/03/2015;28;STORE
OP02387313;02/04/2015;42;STORE
OP02957993;06/01/2013;10;STORE
OP03106928;15/02/2013;75;STORE
OP03181496;18/02/2016;9;STORE
OP03446358;28/05/2017;1;WEB
OP03622462;09/09/2013;70;STORE
OP04019554;04/01/2017;13;PHONE
OP04173922;03/02/2018;1;STORE
OP04345197;12/04/2014;70;STORE
OP04593354;23/06/2016;62;WEB
OP04653733;14/07/2019;9;WEB
OP04764226;18/08/2018;47;PHONE
OP04844228;19/09/2016;28;STORE
OP04855298;21/09/2016;8;PHONE
OP04871600;14/09/2018;32;PHONE
OQ00312909;08/11/2004;11;WEB
OQ00395628;11/07/2005;13;WEB
OQ00403779;19/04/2002;30;WEB
OQ00406496;17/01/2005;42;WEB
OQ00406698;05/03/2011;23;WEB
OQ00425918;10/12/2002;17;WEB
OQ00434069;01/05/2007;12;WEB
OQ00528059;11/10/2012;14;WEB
OQ00787084;17/01/2006;68;WEB
OQ00991366;19/09/2014;48;WEB
OQ00994083;05/08/2002;41;WEB
OQ01026889;26/02/2005;4;WEB
OQ01027090;09/04/2004;60;WEB
OQ01040877;02/04/2003;49;WEB
OQ01068248;10/12/2006;56;WEB
OQ01068450;22/02/2004;56;WEB
OQ01101658;11/06/2003;63;WEB
OQ01109809;20/11/2008;13;STORE
OQ01379904;12/03/2011;20;STORE
OQ01393690;05/06/2004;38;WEB
OQ01393892;17/07/2005;67;WEB
OQ02267674;05/03/2012;47;STORE
OQ02358745;31/03/2014;20;STORE
OQ02739333;30/09/2014;55;STORE
OQ03216225;20/02/2017;48;STORE
OQ04109832;21/01/2018;23;WEB
OQ04184199;25/02/2015;20;STORE
OQ04230992;10/03/2015;12;STORE
OQ04255848;09/03/2016;10;PHONE
OQ04327498;01/04/2015;1;WEB
OQ04352354;07/04/2015;10;PHONE
OQ04561868;27/05/2016;80;STORE
OQ04589441;27/06/2014;6;PHONE
OR00336770;07/06/2010;11;WEB
OR00339487;12/09/2001;21;WEB
OR00394633;29/03/2012;13;WEB
OR00394835;13/08/2004;13;WEB
OR00402784;17/01/2005;30;WEB
OR00405703;28/12/2005;42;WEB
OR00422206;09/09/2007;36;WEB
OR00435993;21/10/2011;50;STORE
OR00783372;13/01/2014;13;WEB
OR00992887;21/03/2005;41;STORE
OR01050951;15/10/2005;26;WEB
OR01053668;10/08/2004;71;WEB
OR01061819;01/01/2005;33;WEB
OR01100462;05/10/2014;35;WEB
OR01109016;22/02/2011;28;WEB
OR01235610;07/01/2016;20;STORE
OR01392897;09/09/2003;75;WEB
OR01547064;07/05/2011;30;STORE
OR02242226;12/02/2014;6;STORE
OR02418532;22/04/2014;30;STORE
OR02680475;10/09/2014;36;STORE
OR03072133;04/01/2018;30;STORE
OR03171355;04/03/2013;41;STORE
OR03510584;11/07/2018;38;STORE
OR03833107;29/10/2015;71;STORE
OR04092132;21/01/2017;9;PHONE
OR04547288;14/05/2017;9;PHONE
OR04778740;26/08/2017;11;PHONE
OR04789810;12/09/2015;22;STORE
OR05010394;20/11/2017;4;WEB
OR05084760;10/01/2015;33;STORE
OS00297335;02/03/2004;6;WEB
OS00311121;12/03/2011;2;WEB
OS00344128;14/03/2004;21;WEB
OS00352279;21/04/2003;3;WEB
OS00360833;03/04/2012;48;WEB
OS00368783;17/10/2002;25;WEB
OS00390922;28/11/2002;19;WEB
OS00402193;08/04/2015;30;WEB
OS00404708;15/06/2005;23;WEB
OS00429564;23/07/2007;47;WEB
OS00429766;28/01/2005;31;WEB
OS00434998;08/02/2004;50;WEB
OS00435200;13/01/2005;50;WEB
OS00793447;29/07/2011;28;WEB
OS00983741;29/04/2004;65;WEB
OS00983943;29/12/2007;22;WEB
OS01019667;02/03/2004;15;WEB
OS01027818;02/11/2006;4;WEB
OS01028019;25/07/2012;4;WEB
OS01052875;12/09/2004;53;WEB
OS01077530;04/04/2005;7;WEB
OS01110537;18/04/2012;37;WEB
OS01110738;07/07/2009;37;WEB
OS01397336;27/02/2010;24;WEB
OS01397538;20/03/2003;76;WEB
OS02001427;21/11/2013;11;STORE
OS02646272;03/09/2014;21;WEB
OS02935990;11/12/2015;36;STORE
OS03239293;09/03/2016;13;STORE
OS03390743;01/05/2016;56;STORE
OS03454242;10/06/2016;33;PHONE
OS03597541;24/08/2015;30;STORE
OS03762979;15/10/2013;62;STORE
OS03834830;11/10/2018;30;WEB
OS04380856;25/03/2018;30;WEB
OT00312642;20/10/2003;11;WEB
OT00315762;28/12/2010;11;WEB
OT00351486;14/05/2007;20;WEB
OT00359838;26/08/2010;3;WEB
OT00367788;22/11/2002;25;WEB
OT00403713;17/09/2005;48;WEB
OT00406632;05/05/2010;23;WEB
OT00414783;07/10/2003;57;PHONE
OT00426054;29/03/2004;17;WEB
OT00434205;01/08/2002;57;WEB
OT00753810;04/08/2006;47;WEB
OT00969161;04/04/2007;32;WEB
OT00993816;31/03/2005;41;WEB
OT00994017;10/08/2001;41;WEB
OT01013238;03/03/2008;7;STORE
OT01018672;04/02/2005;34;WEB
OT01026823;27/07/2008;4;WEB
OT01054396;24/08/2010;53;WEB
OT01057113;05/10/2004;40;WEB
OT01068182;01/11/2005;56;PHONE
OT01189745;09/01/2013;46;WEB
OT01211884;06/01/2015;10;STORE
OT01297119;11/02/2012;23;STORE
OT01393624;31/07/2005;38;WEB
OT01393826;27/07/2003;67;STORE
OT01608774;14/05/2012;55;WEB
OT01846063;28/08/2014;52;STORE
OT01939449;14/09/2016;36;STORE
OT02173819;05/01/2016;9;STORE
OT02430329;19/04/2015;41;STORE
OT02595968;26/08/2013;12;WEB
OT02604321;02/08/2017;53;STORE
OT02841207;31/10/2016;1;WEB
OT02910341;27/11/2016;41;WEB
OT03263154;06/04/2013;48;WEB
OT03425674;12/05/2017;36;WEB
OT03448014;23/06/2013;20;STORE
OT03594030;17/08/2016;42;PHONE
OT03822765;01/10/2018;1;WEB
OT03853257;03/12/2014;15;WEB
OT04057337;12/01/2017;36;STORE
OT04071124;06/01/2019;59;WEB
OT04357722;20/03/2018;45;WEB
OT04523361;23/04/2019;39;PHONE
OT04567236;07/06/2015;31;STORE
OT04592294;15/06/2017;60;WEB
OT04945107;27/10/2014;23;PHONE
OU00312050;10/10/2004;11;WEB
OU00336503;23/08/2007;6;STORE
OU00339623;27/03/2004;21;WEB
OU00353410;24/04/2006;3;STORE
OU00361359;04/02/2003;48;WEB
OU00361561;12/02/2003;48;WEB
OU00386215;03/03/2005;20;WEB
OU00394568;12/09/2004;13;WEB
OU00394769;28/02/2007;13;WEB
OU00405436;18/05/2005;23;WEB
OU00422342;17/02/2003;36;WEB
OU00755734;12/06/2005;17;WEB
OU00763885;23/03/2012;20;WEB
OU00772439;22/09/2013;36;WEB
OU00783508;29/04/2014;13;WEB
OU00786225;28/01/2015;30;PHONE
OU00890882;21/08/2004;52;WEB
OU00904870;20/02/2007;18;WEB
OU00984469;26/12/2002;70;WEB
OU01050886;12/02/2002;26;WEB
OU01053401;19/02/2006;71;WEB
OU01053603;06/06/2002;71;WEB
OU01078459;15/02/2008;49;STORE
OU01108749;14/03/2011;28;WEB
OU01392831;01/06/2014;27;STORE
OU01472833;20/03/2015;24;STORE
OU01555552;06/04/2016;50;STORE
OU01993802;18/11/2011;3;STORE
OU02071087;29/12/2011;18;STORE
OU02087590;17/12/2014;24;WEB
OU02313810;04/03/2015;28;STORE
OU02498468;22/06/2012;70;STORE
OU02911862;04/12/2015;63;STORE
OU03289733;25/03/2016;6;STORE
OU03386440;13/05/2014;57;STORE
OU03397308;04/05/2016;32;STORE
OU03419245;20/05/2015;1;WEB
OU03449535;12/06/2015;47;WEB
OU03717114;27/09/2014;70;STORE
OU03769543;06/10/2015;34;PHONE
OU04144697;17/02/2015;3;STORE
OU04318085;24/03/2016;27;WEB
OU04359444;14/04/2014;13;WEB
OU04403521;05/04/2017;51;PHONE
OU04563726;24/05/2017;41;WEB
OU04624105;04/08/2014;54;WEB
OU04641011;09/07/2019;71;STORE
OU04941396;20/10/2015;17;STORE
OV00297269;18/01/2002;6;WEB
OV00324640;01/03/2002;1;WEB
OV00344062;28/03/2001;21;WEB
OV00390856;02/05/2011;19;WEB
OV00404642;29/03/2005;23;PHONE
OV00404844;05/05/2002;23;WEB
OV00421146;03/04/2002;36;WEB
OV00429498;14/04/2008;27;WEB
OV00434932;01/12/2006;50;WEB
OV00435134;26/01/2004;50;WEB
OV00454354;26/02/2005;61;WEB
OV00487361;01/09/2014;11;WEB
OV00906592;28/12/2008;18;WEB
OV01008330;11/03/2006;52;WEB
OV01019601;13/09/2006;15;WEB
OV01049689;26/11/2009;9;WEB
OV01052809;11/09/2004;53;STORE
OV01121540;26/11/2004;58;WEB
OV01397472;21/05/2003;24;WEB
OV02042317;22/11/2015;22;STORE
OV02241165;30/01/2016;8;STORE
OV02497473;22/05/2017;70;WEB
OV02615916;07/09/2012;7;WEB
OV02657276;11/09/2013;57;WEB
OV03131652;17/02/2014;57;WEB
OV03288738;14/03/2018;36;WEB
OV03528542;24/07/2017;37;WEB
OV03746409;06/10/2014;36;PHONE
OV03820776;19/10/2015;2;WEB
OV03947773;24/12/2015;2;PHONE
OV04137865;10/02/2016;29;STORE
OV04231855;12/02/2019;47;STORE
OV04620393;28/07/2015;20;PHONE
OV04653601;08/08/2015;46;STORE
OV04807970;08/09/2016;20;STORE
OV04819241;12/09/2016;50;WEB
OW00323646;28/10/2006;11;PHONE
OW00367722;08/02/2004;25;WEB
OW00395497;12/01/2001;13;WEB
OW00406566;11/02/2006;23;WEB
OW00414919;11/09/2005;54;WEB
OW00425585;15/02/2005;17;WEB
OW00434139;04/01/2007;57;WEB
OW00538796;13/01/2008;16;STORE
OW00696083;02/07/2004;50;PHONE
OW00751027;30/12/2011;30;WEB
OW00751229;27/09/2013;30;WEB
OW00759380;11/10/2012;23;STORE
OW00787154;30/12/2013;68;WEB
OW00985599;21/09/2008;69;WEB
OW01012971;19/04/2013;7;WEB
OW01018405;03/03/2001;22;WEB
OW01018606;02/02/2003;34;WEB
OW01062884;13/08/2002;51;WEB
OW01071035;28/11/2013;4;WEB
OW01109678;01/04/2003;13;WEB
OW01426767;28/03/2011;35;STORE
OW01641917;26/05/2012;13;PHONE
OW01735504;15/08/2011;41;STORE
OW01746574;08/08/2013;54;WEB
OW02229101;31/01/2015;13;STORE
OW02295317;21/02/2016;24;STORE
OW02377834;16/04/2012;36;STORE
OW02725214;30/09/2013;30;STORE
OW03067159;02/01/2018;47;STORE
OW03092217;10/01/2018;7;WEB
OW03489308;10/07/2017;4;STORE
OW03599399;17/08/2016;21;STORE
OW03616104;08/09/2013;28;STORE
OW03726194;09/09/2017;64;STORE
OW04059989;21/01/2016;25;WEB
OW04354939;07/04/2015;13;PHONE
OW04432023;12/04/2017;45;PHONE
OW04437457;20/04/2016;47;WEB
OW04454162;25/04/2016;45;STORE
OW04586391;04/06/2017;34;WEB
OW04702520;29/08/2014;3;STORE
OW04881543;16/09/2018;5;PHONE
OW04931255;23/09/2019;19;PHONE
OW04961344;27/10/2015;43;STORE
OX00325569;22/05/2008;11;WEB
OX00336639;16/05/2002;11;WEB
OX00339154;04/02/2008;36;WEB
OX00344790;22/07/2012;21;WEB
OX00353142;19/09/2005;3;WEB
OX00361293;11/12/2005;48;WEB
OX00391583;25/06/2006;10;PHONE
OX00391785;13/02/2006;20;WEB
OX00394502;15/04/2003;13;WEB
OX00405370;24/05/2001;23;WEB
OX00405571;25/02/2002;23;WEB
OX00421873;14/06/2005;36;WEB
OX00424792;18/02/2011;11;WEB
OX00435660;24/01/2005;44;WEB
OX00435861;01/03/2009;15;WEB
OX00455082;10/10/2003;68;WEB
OX00455283;31/07/2014;5;WEB
OX00769656;07/10/2012;20;STORE
OX00772373;05/10/2013;6;WEB
OX00816248;12/02/2002;46;WEB
OX00998189;02/10/2013;3;STORE
OX01053537;09/05/2005;71;WEB
OX01061688;26/05/2011;4;STORE
OX01078393;30/03/2009;49;STORE
OX01398199;13/06/2004;75;WEB
OX01475484;02/04/2013;32;STORE
OX02291605;16/03/2012;28;WEB
OX02426753;05/04/2017;48;STORE
OX02782283;15/10/2014;46;STORE
OX03036076;31/12/2016;31;STORE
OX03096454;17/01/2017;36;WEB
OX03149085;07/02/2016;5;STORE
OX03206948;25/02/2016;41;PHONE
OX03408311;21/05/2014;36;WEB
OX03421896;02/05/2018;25;STORE
OX03471810;26/06/2018;47;STORE
OX04351026;31/03/2016;31;WEB
OX04458802;14/04/2018;39;PHONE
OX04489092;15/04/2019;7;PHONE
OX04566377;30/05/2016;40;STORE
OY00297002;01/03/2004;6;WEB
OY00324575;23/08/2003;1;WEB
OY00341078;12/01/2006;36;WEB
OY00343795;17/03/2002;21;WEB
OY00343997;29/05/2005;21;WEB
OY00352148;28/05/2007;3;WEB
OY00382639;19/06/2006;25;WEB
OY00390790;12/03/2006;19;STORE
OY00404375;07/01/2005;23;WEB
OY00404577;16/03/2008;30;WEB
OY00407294;16/01/2008;23;WEB
OY00429231;18/08/2002;27;WEB
OY00434867;27/01/2005;50;WEB
OY00440301;14/01/2003;47;WEB
OY00454289;11/12/2002;61;WEB
OY00823606;02/01/2019;53;PHONE
OY01019535;23/08/2005;34;STORE
OY01049624;16/09/2002;9;WEB
OY01121273;01/05/2003;18;WEB
OY01209628;18/01/2013;19;STORE
OY01234484;07/01/2016;47;WEB
OY01397003;26/01/2006;24;STORE
OY01397205;05/10/2011;24;WEB
OY01876814;11/09/2013;42;WEB
OY01912739;07/10/2011;36;STORE
OY02009245;02/12/2012;57;STORE
OY02210608;19/01/2016;42;STORE
OY02574693;13/08/2014;30;STORE
OY02715073;17/09/2015;30;WEB
OY02806145;16/10/2015;16;STORE
OY02957998;24/12/2014;43;STORE
OY03280320;12/03/2018;4;WEB
OY03368674;17/04/2017;40;PHONE
OY03379542;11/05/2014;47;WEB
OY03539748;22/08/2013;19;STORE
OY04129649;20/01/2019;57;PHONE
OY04344597;30/03/2016;50;PHONE
OY04449455;05/05/2014;25;MEMBER_GET_MEMBER
OY04488098;21/04/2018;66;PHONE
OY04678190;22/07/2019;64;WEB
OY04750243;19/08/2017;15;STORE
OY04846748;03/10/2014;45;WEB
OZ00282422;01/01/2011;5;STORE
OZ00312712;07/08/2007;11;WEB
OZ00386877;24/09/2004;16;WEB
OZ00395431;29/03/2009;13;WEB
OZ00422802;23/06/2011;30;WEB
OZ00425519;27/08/2010;17;PHONE
OZ00596794;05/12/2012;14;WEB
OZ00751163;05/03/2011;36;PHONE
OZ00781453;15/05/2013;10;STORE
OZ00795239;23/01/2011;13;WEB
OZ00800673;21/05/2015;11;WEB
OZ00839316;24/10/2010;58;PHONE
OZ00877757;13/08/2003;45;PHONE
OZ00968828;22/04/2002;64;WEB
OZ00969030;01/08/2005;32;WEB
OZ00985332;18/02/2001;70;WEB
OZ00985533;27/04/2005;69;WEB
OZ00993483;04/06/2003;41;WEB
OZ00993684;25/08/2005;41;WEB
OZ01013106;24/08/2006;7;WEB
OZ01018540;06/02/2003;22;WEB
OZ01026691;02/02/2004;4;WEB
OZ01057183;21/11/2002;40;WEB
OZ01070969;07/12/2012;26;WEB
OZ01109410;23/04/2014;13;WEB
OZ01123398;03/12/2015;46;WEB
OZ01150971;17/09/2009;25;WEB
OZ01258546;18/01/2015;53;STORE
OZ01393493;28/06/2005;38;STORE
OZ01732520;21/07/2015;47;WEB
OZ02614856;19/08/2015;7;STORE
OZ02689424;06/09/2015;26;WEB
OZ02692342;02/09/2016;22;WEB
OZ02722632;24/09/2014;2;STORE
OZ03152731;16/02/2015;70;STORE
OZ03221663;21/03/2013;47;WEB
OZ03326320;20/04/2014;7;PHONE
OZ03494475;08/08/2013;42;STORE
OZ04092930;10/02/2014;18;STORE
OZ04340885;05/04/2015;20;STORE
OZ04503808;13/05/2015;24;STORE
OZ04605747;08/07/2017;42;PHONE
OZ04658176;21/07/2018;4;PHONE
OZ04735461;06/09/2014;50;WEB
OZ05019342;06/12/2015;8;PHONE
PA00339680;07/06/2004;21;WEB
PA00339882;17/09/2004;21;WEB
PA00353467;29/04/2005;3;WEB
PA00372687;13/09/2006;8;WEB
